"id","profileName","text","date","title","rating","images","helpful","Style name","Colour"
"RZHHFR9QWEBL0","Amit Shanker","
  From One plus 3Then One Plus 6And Now One Plus 9R...Always Launched and Booked😎😎😎No issues ever.
","Reviewed in India on 19 April 2021","One Plus 9R",5,"https://images-na.ssl-images-amazon.com/images/I/A1rmGRsIAsL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1dhTdmYJWS.jpg","67","12GB RAM, 256GB Storage","Lake Blue"
"R3U0OEWVBW6UIS","Lokender Pilaniya","
  As I'm a OnePlus user for more than 4 years now I purchased the OnePlus Plus 9 Pro on 30th March and loved it.And got the 9R for my sister and she loved this phone.I would say it's better to get 9R over 9 else buy the 9 Pro.Camera on the 9R is not as people are saying that it's bad. It's decent for the price. A normal person can't tell the difference btw.Screen is beautiful, phone looks premium.
","Reviewed in India on 19 April 2021","Wonderful phone for the price.",5,"","59","8GB RAM, 128GB Storage","Lake Blue"
"R1JKFYH24UOCMN","Sai Krishna prasad","
  Worrest decision taken by OnePlus not providing 5G network bands in india. Only one 5G band in OnePlus 9R. Before they said we will provide other 5G by update. I want my money back. I will take legal action
","Reviewed in India on 12 May 2021","5G bands",1,"","56","12GB RAM, 256GB Storage","Lake Blue"
"R1MV5ENTU7O18K","Badhusha Majeed","
   Okay, First of all, I was using oneplus 6 before and was planning for an upgrade, and eagerly waiting for 9 series. I decided to buy Oneplus 9 first, then I came to know that it wont have OIS stabilization. Then I planned to go for Oneplus 9 pro, but !! Insane heating issues and battery draining problem.Why should I waste money for such a phone, and finally I bought Oneplus 9r . Folks Hazzelblad is just a gimmick, Anybody using Oneplus 9R can get the same output using Google camera in OP9R !!Speakers are really good, Dolby Atmos, Cameras are above average+ , Super stable video mode gives you iPhone like stabilization, gaming is supercool, I bought 12/256 varient, and its super snappy, butter smooth. The only struggle I'm facing right now is the availability of accessories like tempered glass and back cases (official glass and cases are really expensive) , and we know this is a new model launched days before, so hopefully it'll sorted soon !!
","Reviewed in India on 24 April 2021","GENUINE NOTE FOR ONEPLUS 9 SERIES SEEKERS",5,"","49","12GB RAM, 256GB Storage","Carbon Black"
"R3A9P6E4XSEFST","Kuldeep","
  Review (8GB):This phone has very good performance. I ordered lake Blue its looking Stunning. love the device.Pros:=> Great performance/speed for SD 870 processor=> Battery life is fine=> Gesture control, Finger print scanner is nice=> Good cover provided with the phone, that really helpsCons:=> Heating while charging the phone. May be because of fast charge effect, OnePlus should look into this. After 100% charge, it automatically get cooled. no heating issueAs others are complaining there is=> No display tint issues=> No heating issues while using the phone, gaming etc. But noticed while charging=> No charging issues, within 10-15 mins 60-70% chargingRear Camera is good. Getting good pics in portrait mode. i will add few pictures soon.
","Reviewed in India on 23 April 2021","move from OPT3T to 9R best device (No Heating issue after update) :)",5,"https://images-na.ssl-images-amazon.com/images/I/A1-wRI51TaL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1kAXSIBMTS.jpg
https://images-na.ssl-images-amazon.com/images/I/D1EddYfHn2S.jpg
https://images-na.ssl-images-amazon.com/images/I/D1nJ+3JP-9S.jpg","42","8GB RAM, 128GB Storage","Lake Blue"
"R1A6VMIHCR1NHT","Trailblazer","
  I just switched from OP6.Unlike when I brought the OP6, when I had zero complaints. I'm having many issues with the OP9R from day one.Things to note:1. The display has some major issues, there's an off-axis pinkish tint to whites and grays, which is quite annoying, and almost all the devices seem to affected with this as per OnePlus forums.2. The Camera are just mediocre, and I find the OP9 Camera much better than this. Even though OP9 lacks OIS, it almost always catches better pics and has better focus and stabilization in videos. Like MKBHD said, the Macro and Monochrome sensors are just garbage.3. The whole of the phone, particularly the backplate vibrates on playing sounds, it's pretty annoying and makes the phone feel cheap.Good stuff:1. Warp Charging is unbelievably fast.2. Other than the off-axis color shift, it's a great display.3. The phone is very snappy, added to the 120Hz display gives it a very confident smoothness.Overall:I think OnePlus put very little effort to this phone, as if they made it just to satisfy the Indian customers to complement the OnePlus 9 series. Their quality control seems to be quite bad, as OnePlus forums is full with issues with this device. I have a very unpopular suggestion, buy the OnePlus 9, it's only 7K more (SBI Credit Card). You get a newer and efficient Chipset, a substantially better camera. Having OIS gives no seeming advantage to OnePlus 9.
","Reviewed in India on 22 April 2021","Not what I expected from OnePlus.",1,"","41","8GB RAM, 128GB Storage","Carbon Black"
"RMX1860RZU8W9","RK","
  I got a defective phone, it is struggling in moderate to weak network areas. Data Speeds are not even 20kbps. Highly disappointed. As the pic depicts, mobile data error icon can be seen 90% of my day usage. It is very weird. I switched from samsung a50 to OnePlus. it gave me excellent data speeds even in poor network area. I will update my review after one month.
","Reviewed in India on 26 April 2021","Facing Network issue ( Mobile Data)",1,"https://images-na.ssl-images-amazon.com/images/I/81Xtagoe1iL.jpg","37","8GB RAM, 128GB Storage","Lake Blue"
"R1KX9698RHG2WU","Joy Mukherjee","
  Worst camera...  even a sub-10k phone will beat this phone in camera segment.I never expected such poor quality camera in a flagship killer brand..... first and last OnePlus phone. Congratulations for losing your customer.
","Reviewed in India on 8 May 2021","WORST CAMERA... EVER",1,"","34","8GB RAM, 128GB Storage","Lake Blue"
"R2VX0GXEF5ZY2G","Bharti","
  Got a defective product and amazon is not ready to exchange it saying please contact manufacturer for warranty.
","Reviewed in India on 23 April 2021","Waste of money",1,"","38","8GB RAM, 128GB Storage","Carbon Black"
"R2DG48OW0B40IU","Julian Joy Jacob","
  Ordered Carbon Black; 12GB+256GB variant.Recieved a day early, on 19 April 2021.First Day Review:This phone is basically an 8T but with a Snapdragon 870, at a lower cost, but that doesnt mean they skimped on quality.So far from 1 day of use, this phone has been incredibly snappy and intuitive. Switching over from a Galaxy Note 8 was a piece of cake, although it took a good few hours to transfer the data.Charging is really quick as you would expect from a 65W WarpCharger.Camera quality is satisfactory in Auto mode, and gets better in Pro Mode with manual control.Speakers are loud and clear, and there is enough stereo seperation that it doesnt feel too unbalanced.Screen gets really bright and colours are accurate, haven't run into any rainbowing, Black Crush or Purple tinting issues. The 120Hz refresh rate also adds to the snappiness feel of the phone.Gaming is really enjoyable, especially those game that take advantage of the features like haptic feedback in COD Mobile. Speaking of which, the haptic motor (vibration) feels super crisp and tight, giving it a premium experience.I had gone for the Carbon Black, and the matte finish on the back glass is exactly what I had hoped for, and the matte finish also has an advantage of repelling fingerprints.So far the phone has been awesome, and I recommend it 10/10.Will update this review if I notice anything off :)
","Reviewed in India on 20 April 2021","Really Fast Phone, at a Really Great Price!",5,"https://images-na.ssl-images-amazon.com/images/I/A1tW4M9L+TL.jpg","31","12GB RAM, 256GB Storage","Carbon Black"
"RIZ99ZXKW3R89","Satyawan Mali","
  The only reason I went for Oneplus 9R is that I have been using Oneplus 5T from last 3+ years, the phone is perfectly fine till now and I always wanted to go with Oneplus for the upgrade after using Oneplus 5T and for its great user experience.Coming to the Oneplus 9R, I am not totally satisfied with the phone as I had higher expectations on Oneplus 9R. With the given features and upgrades I feel the phone is not doing so great. When you compare this phones with the similar range of phones from other brands you will have different opinions and thoughts.Pros:- Display quality is very good, with Fluid AMOLED Display and 120 Hz refresh rate display it is buttery smooth- Built quality is great, with aluminum body and Front and back Gorilla Glass 5 protection. Feels premium in hand- Phone speakers are doing well, sound is crisp, loud and with more details- Handset microphone is also great, Can hear the exact voice of the caller and it's clear and loud- Performance - Qualcomm 870 Chipset is doing well, phone is running smooth with no lags so far.- Front camera is good if you compare with other 16MP sensors on other phones.- As usual clean UI experience with Oxygen 11 OS.Cons:- Minor heating issues.  Felt phone was heating up during initial setup, while moving the files from old phone to new one. first 2-3 days felt phone is getting warmer with normal usage aslo and during the time of charging. I feel the heating issues resolved after receiving the first OS update or who knows the phone might be settling down after few days of usage.- Primary camera(s) is not up to the mark, photos can be seen only better in pro mode, videos are little better and front camera is OK. Lots of additional and unnatural colors are being added to the shot. There is no much clarity when you zoom and no details and images are scattered. Camera is not good with the hype which Oneplus created.  I wish Oneplus would be able to fix the camera issues with some good updates if hardware supports and if not then that's it.-Battery backup - Battery drains very quickly with the 120Hz refresh on, battery lasts only for 1 day with full charge and optimal usage. But the good thing is, it charges very quickly as well with 65W Warp charger. from 6 to 100 % took 49 minutes to charge.Overall, if you want to go with the display and performance other then Camera quality and some other issues which I highlighted, then you can go for it and if you are an Oneplus fan.NOTE: Whoever wants good Camera, they might think twice before purchasing this phone. You will get way better camera phones than Oneplus 9R under 40K (38 with discount).
","Reviewed in India on 2 May 2021","Review after 3 weeks of usage",4,"https://images-na.ssl-images-amazon.com/images/I/8119NILhq1L.jpg
https://images-na.ssl-images-amazon.com/images/I/81vnSxXAyDL.jpg
https://images-na.ssl-images-amazon.com/images/I/81w5ovI4alL.jpg
https://images-na.ssl-images-amazon.com/images/I/81zTCkVdEUL.jpg
https://images-na.ssl-images-amazon.com/images/I/91XBMpc41jL.jpg","29","8GB RAM, 128GB Storage","Lake Blue"
"R2JXHU7E6CCW6F","Shradha","
  OnePlus did a blunder with this one. Battery quality is very bad. And it's charging very slow. I'm not sure it's some unit problem or software issue, so I've requested a replacement, but it states over 1 hour to full charge when it's already charged 60%. The charging rate is very low as well, and battery deplete very fast, I can say it depletes faster than it's charging rate.Screen quality is great.Sound quality isn't very good either, it has very less max volume, I literally had to keep it at full volume always for a decent sound.As for heating issues, as everyone else is stating, it's over heating a lot! While normal usage it overheats, let alone any power playing.Honestly, I feel OnePlus made a blunder here. I was really looking forward to this device. Let's see how the replacement unit feels.Edit - battery seem to be performing better after replacement. However, still have issues like overheating and speaker sound.
","Reviewed in India on 24 April 2021","It's a blunder from OnePlus",2,"","28","8GB RAM, 128GB Storage","Lake Blue"
"R2F4J1WSYRTR0F","arpan","
  The OnePlus 9R is a fair proposition in terms of the phone's pricing. For Rs 39,999, I get great performance, along with a very fluid and clean software experience. The photography, especially in low light, might not be spectacular, but it's still pretty good. Fast charging, decent battery life, and an attractive design contribute to the OnePlus 9R being a great purchase decision.
","Reviewed in India on 19 April 2021","Value for money 💰💰💰",5,"https://images-na.ssl-images-amazon.com/images/I/A14UADWvJ1L.jpg
https://images-na.ssl-images-amazon.com/images/I/C1uQuv73WgS.jpg","25","8GB RAM, 128GB Storage","Lake Blue"
"R345PZ4GVAIV2I","Seshu","
  Heats like hell. Initial set up heats up mobile.. 7nable to hold even after using a back case.. Same with games/camera/video streaming apps. Difficult to hold in hand. Needs an urgent fix.
","Reviewed in India on 21 April 2021","Good phone but unable to use coz of heating issues",1,"","25","8GB RAM, 128GB Storage","Lake Blue"
"RPSHOOFYL3CKS","Jag Singh","
  Just recieved latest flagship phone but disappointed with quality of product at 39k price tag. It's heating up within use of 30 mints even when it gets charged up completely. Batery draining in short time even with normal use of watsapp, accessing mails. Weirdest things I have noticed that you feel the sound viberation from back side when while calling to someone and it's wrost when you play music. It give you a feel poor quality product.
","Reviewed in India on 10 May 2021","Not worthy at this price range",1,"","19","8GB RAM, 128GB Storage","Carbon Black"
"R1SBCDDX30EGQ","Sharada Dutt Yadav","
  I never expected that OnePlus phones will be having heating issue. With my device OnePlus 9R 12GB, I faced this issue and highly disappointed 😞. I even bought OnePlus Buds Z as well and Bluetooth droops very often.
","Reviewed in India on 26 April 2021","Heating issue.",1,"","22","12GB RAM, 256GB Storage","Lake Blue"
"R39LPISL0DLJG7","Moumita aich","
  Well to start with...I got this phone delivered today..no issue with Amazon Delivery..but but but..I am highly dissapointed with OnePlus 9R ...pathetic is the word to describe..never ever thought that OnePlus so called Flagship phone will perform this bad..I have always been a fan of OnePlus ...I owned 7T Pro earlier that was way better than this scrap in terms of performance , camera quality,  fast charging and mostly that was a complete package flagship... but unfortunately I lost my phone last week and thought of giving a try with 9R ..Coming to 9R with just few hours of use...I can hands down say it's the worst of OnePlus series ..I guess even the Nord is better..No pros guys trust me only cons... Feel like I lost another 40k 😭😭😭So called 65W fast charging -- in around 35mins only 25% chargeHeating issue just after 10 min usage - error message popsup while taking photos .. heating issues  - couldn't capture at all..Camera quality -- way below average ....Don't know what else to say... It's pathetic
","Reviewed in India on 22 May 2021","One word !!!! Pathetic 🥺",1,"https://images-na.ssl-images-amazon.com/images/I/91wMkKtkIAL.jpg
https://images-na.ssl-images-amazon.com/images/I/A18KMZPGiGL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1SS0bia+7S.jpg","18","8GB RAM, 128GB Storage","Lake Blue"
"R2ELBLHLIA8129","Anto","
  I have an OnePlus 3 and an One plus 8 and this this my third purchase of an oneplus phone in the family.A bit disappointed to hold the phone at first after using OnePlus 8 for almost a year now. First, the lack of curved edges deprives you of a smooth navigation gestures especially with the cover on. Further, it is not the slimmest phone in this price catagory. But not so heavy.Full marks to the Super-AMOLED display, which is super cool and crisp. Even in broad sunlight, it is visible because of the 1,100 nits it offers. Build quality is very premium. Ergonomically well designed. Perfect for one-handed opraration. The front and rear is of corning gorilla glass 5 and the frame is metal (where as for the OnePlus 9 the frame and rear are of plastic!!) Lucky me! So it looks very elegant. But no IP rating for water proof is disappointing. But company says it is water proof. The insulation in the SIM tray is an evidence.The phone is superfast with a great sensitivity for touch and swipe gestures with the Snap Dragon 870 processor. 120 hz refresh rate is super smooth. Gamers would love it with a top-notch haptics (vibration features) and with the 244 hz touch sampling rate.Battery charging is very fast too. The juice holds up for quite long because of the better power management by the latest processor and the LLDR 5 RAM. Delightful!! Occassional warming yes during heavy games. That's normal. Camera is decent. Front camera is 16 MP should be a 32 in this price range. Avoid beautification option as you may look like a cartoon. Rear camera takes above average photos in day light. But below average during low light/ nights especially the wide angle camera. But it has optical image stabilisation even the OnePlus 9 doesn't have that. So shaky hand fellows don't worry for the blur. Videos are of best quality. Best in this category. With a good video editor and skill you can make cinema like videos but the stabilisation is not-so-good in the nights.Stereo speakers are of very good quality. It is loud and doesn't crack even at high volumes. Call quality is decent. Not comparable with iPhones though. And Dolby audio is very enjoyable with headphones. With a good quality earphones/ headsets, I assure it is not less than a immersive audio experience especially for games.'Flip to mute' and 'raise the phone to answer' features are missing. Don't know why. It is just a OnePlus 8T with a good looking rear camera console with Rs.3000 less. Even the cover of 8T suits perfectly on this.So overall I am satisfied if not delighted. My OnePlus 8 is still better I feel. But this is the best in this price range. Better than the vivo x60, Mi11X pro or even the samsung S20 FE especially for the build quality and the premium feel it gives. Also the oxygen OS is best out of all android OS'. Also the in-display finger print sensor and the face unlock, I have not experienced  anything faster, prompter and more acuurate in recent times with anyother gadgets!! But the phone has only one 5G band. Suggest not to use the cover supplied with the box. It gives a kinda smoky look and makes the phone look bulky. But withstands accident falls. I have ordered the sandstone bumper case from the OnePlus store. Lake blue colour variant is awesome. Best of all the colors of all the OnePlus phones till today in my opinion. Catches not much finger prints or smudges like the 8 series. Scratch proof. Phone comes with a pre-applied scratch gaurd sticker. So no extra purchase required. Charging cable is a bit shorter than OnePlus 8. Type C charger with 65W charging adapter. 0 to 100 in 50 minutes. One significant change here is the data transfer to and from computer is quite faster than my OnePlus 8 also using OTG. Adaptive brightness they have got it right this time. In previous Oneplus devices, it was irritating. I have become loyal to OnePlus because the life of OnePlus phones is quite long compared to any other leading brands. My OnePlus 3 still stands formidable after 5 years. One star less just for the absense of curved edges display and a not-so-slim thickness. Else this phone is very good. Though corner of my mind says the price should be 10% lesser.P. S.Not encountered any overheating or battery draining issues as highlighted by some users. May be because I bought the phone after the release of first software update  and updated before writing this review. If you are not a fan of flagship processors and not a gamer, go for the OPPO F19 Pro with half of this price. Slimmer, lighter and with 3.5 mm jack.
","Reviewed in India on 20 April 2021","Beast with a cute look",4,"","16","8GB RAM, 128GB Storage","Lake Blue"
"R2J5VIXBA22V0T","Prasad","
  Extremely worst battery.. battery drain s very quickly.. mobile also average camera
","Reviewed in India on 19 April 2021","Worst in battery backup",1,"","25","12GB RAM, 256GB Storage","Lake Blue"
"R3DZ9SWHU1M44D","Litton Sinha","
  After getting to know that OnePlus is not providing any additional 5G bands in future for Indian variants after promising to be fixed by OTA update. I feel like cheated paying 40k for non 5G phone is not at all worth....
","Reviewed in India on 12 May 2021","No more a 5G phone",1,"","18","8GB RAM, 128GB Storage","Lake Blue"
